id,amount,source,cid
1591,168,2,28693
1592,673,1,22495
1593,22,3,13374
1594,680,3,23057
1595,410,1,40207
1596,685,1,31622
1597,631,1,16539
1598,375,1,20618
1599,405,2,33412
1600,397,1,33638
1601,829,1,14684
1602,572,3,556
1603,72,3,2340
1604,682,2,26313
1605,816,2,8179
1606,571,2,6468
1607,135,1,841
1608,794,2,38236
1609,746,1,20980
1610,832,1,24930
1611,917,2,34465
1612,334,2,34973
1613,504,2,41771
1614,101,1,18375
1615,158,1,5900
1616,297,2,34445
1617,699,3,14775
1618,628,1,5356
1619,770,3,34022
1620,929,1,29488
1621,825,1,10175
1622,116,2,10836
1623,477,3,9249
1624,601,3,42514
1625,849,1,24721
1626,933,1,14165
1627,191,2,35368
1628,601,1,18415
1629,365,3,36632
1630,410,3,27302
1631,293,2,26271
1632,234,3,6606
1633,167,1,47927
1634,3,2,21045
1635,172,2,27599
1636,246,1,14319
1637,295,3,19471
1638,120,2,48011
1639,802,2,22216
1640,953,2,30258
1641,640,3,5960
1642,217,1,48748
1643,353,2,48007
1644,158,2,11603
1645,289,3,17482
1646,256,2,33418
1647,480,2,7277
1648,150,3,35450
1649,358,2,37589
1650,634,3,34757
1651,736,2,47607
1652,581,3,30960
1653,30,3,25477
1654,115,1,32563
1655,500,2,26539
1656,422,1,34151
1657,320,1,12427
1658,104,2,29379
1659,250,1,43735
1660,965,1,30891
1661,210,1,2349
1662,301,1,29376
1663,193,3,1085
1664,775,1,46461
1665,839,2,35708
1666,107,1,23534
1667,367,2,16133
1668,340,1,40526
1669,551,2,6933
1670,433,2,40217
1671,625,1,48766
1672,238,1,13377
1673,500,1,16706
1674,410,3,33443
1675,429,1,27209
1676,802,3,43696
1677,10,1,27695
1678,601,1,26938
1679,962,2,28030
1680,685,2,35719
1681,974,3,14132
1682,11,2,33502
1683,274,2,30002
1684,297,3,31293
1685,161,1,13922
1686,699,2,23516
1687,826,3,24778
1688,364,1,40933
1689,117,2,30443
1690,499,2,34909
1691,725,3,30156
1692,628,3,8596
1693,720,3,26626
1694,58,3,12253
1695,549,3,5541
1696,954,3,33704
1697,447,2,14926
1698,41,2,37241
1699,606,1,12530
1700,338,1,38061
1701,706,3,42356
1702,812,1,7854
1703,167,2,36596
1704,869,1,3035
1705,57,1,36222
1706,4,1,26445
1707,270,2,11335
1708,890,3,31691
1709,85,3,43386
1710,772,1,39072
1711,310,2,36596
1712,221,2,9392
1713,503,1,19559
1714,402,2,2913
1715,810,2,25274
1716,864,3,28160
1717,1001,3,31140
1718,285,2,22729
1719,651,1,4682
1720,874,2,24413
1721,937,2,21636
1722,501,1,14826
1723,811,1,35852
1724,507,1,8042
1725,894,3,9661
1726,444,1,41227
1727,231,1,31248
1728,759,3,8504
1729,212,3,31443
1730,44,3,25147
1731,957,2,40004
1732,390,2,13901
1733,685,2,645
1734,855,1,36547
1735,979,2,17062
1736,768,2,14158
1737,160,1,35546
1738,545,2,45822
1739,763,2,30508
1740,933,2,3762
1741,147,3,44531
1742,437,1,40351
1743,983,3,25981
1744,447,1,43044
1745,666,1,39647
1746,680,2,41587
1747,942,1,20946
1748,897,2,21161
1749,323,3,40605
1750,385,1,38226
1751,372,2,28089
1752,692,1,21943
1753,505,3,29122
1754,661,1,5430
1755,720,1,30409
1756,436,3,2098
1757,575,1,34764
1758,544,1,43606
1759,289,1,44970
1760,442,2,40912
1761,945,2,19914
1762,470,2,49115
1763,607,1,11436
1764,185,1,26099
1765,208,1,5880
1766,495,2,11954
1767,164,1,17029
1768,419,1,4631
1769,609,1,24871
1770,879,1,7372
1771,409,3,40819
1772,896,1,3539
1773,930,2,12717
1774,178,2,2287
1775,948,2,28665
1776,649,3,37507
1777,159,2,23244
1778,252,1,26579
1779,579,1,33350
1780,765,1,33907
1781,218,3,43713
1782,254,3,18580
1783,2,1,19841
1784,153,2,19197
1785,530,1,29740
1786,102,1,27748
1787,914,2,49961
1788,623,1,1098
1789,177,2,19380
1790,779,3,13822
1791,111,3,33882
1792,143,2,49880
1793,898,2,9799
1794,167,3,2275
1795,844,1,36151
1796,462,2,24917
1797,807,2,25635
1798,674,2,17472
1799,910,2,33991
1800,591,3,31790
1801,234,3,24054
1802,672,3,1128
1803,382,1,36502
1804,388,3,40227
1805,86,3,21715
1806,704,1,30394
1807,61,3,35602
1808,250,3,37206
1809,85,1,44805
1810,998,2,11207
1811,562,1,7255
1812,879,1,40464
1813,227,1,25999
1814,783,3,23367
1815,998,2,41317
1816,875,3,37740
1817,634,3,5644
1818,990,3,772
1819,122,2,10764
1820,702,3,30109
1821,953,1,18496
1822,878,3,20893
1823,510,3,46811
1824,919,3,22778
1825,206,1,24809
1826,41,2,37971
1827,968,1,25249
1828,679,2,37600
1829,445,2,47692
1830,985,1,41593
1831,499,3,32338
1832,532,1,23238
1833,750,3,17352
1834,449,2,16533
1835,819,1,12232
1836,902,3,17811
1837,360,1,17390
1838,258,2,15782
1839,732,2,43478
1840,886,1,19538
1841,481,3,15965
1842,472,1,4734
1843,52,1,39653
1844,294,2,14101
1845,735,3,2534
1846,722,3,28898
1847,15,1,23511
1848,706,2,42966
1849,179,3,42962
1850,829,1,29987
1851,712,1,23958
1852,557,2,36712
1853,81,3,42496
1854,837,1,42428
1855,462,2,18599
1856,68,1,26776
1857,351,2,42593
1858,456,1,36231
1859,128,1,25962
1860,845,3,35270
1861,525,2,47957
1862,69,3,40656
1863,833,1,20148
1864,997,1,16788
1865,7,2,38576
1866,733,3,12843
1867,279,2,27180
1868,30,1,5284
1869,212,2,41673
1870,766,1,29365
1871,320,3,9822
1872,522,3,12873
1873,345,3,31680
1874,370,2,42381
1875,904,3,46813
1876,430,3,7116
1877,484,1,40901
1878,338,3,43243
1879,474,2,2388
1880,251,1,18828
1881,579,1,36851
1882,71,2,28929
1883,223,3,23756
1884,30,1,24354
1885,638,3,22857
1886,731,2,30079
1887,197,2,13902
1888,411,2,5953
1889,686,1,41167
1890,801,3,7662
1891,550,3,26023
1892,75,2,37746
1893,194,2,7150
1894,28,3,48765
1895,761,2,35641
1896,423,1,1326
1897,299,2,4996
1898,509,2,25895
1899,632,3,40358
1900,870,1,49566
1901,130,3,35546
1902,169,3,592
1903,548,3,9700
1904,194,3,4720
1905,454,2,26149
1906,713,3,6584
1907,665,2,45826
1908,731,1,14773
1909,798,3,49583
1910,456,3,6429
1911,177,2,18139
1912,174,3,35896
1913,655,1,4143
1914,358,3,41020
1915,677,3,30079
1916,965,2,42674
1917,87,1,30329
1918,43,3,7945
1919,845,3,7294
1920,869,2,27386
1921,154,1,47335
1922,293,3,10610
1923,840,3,47357
1924,638,1,26283
1925,509,1,48090
1926,634,3,20337
1927,31,1,18171
1928,860,1,33878
1929,731,3,602
1930,353,2,8929
1931,798,1,25532
1932,758,3,21532
1933,401,2,37173
1934,481,2,40406
1935,293,2,18183
1936,988,3,18296
1937,124,2,25619
1938,379,1,8122
1939,422,2,411
1940,892,3,37465
1941,766,1,21808
1942,755,1,36140
1943,488,3,5287
1944,672,1,41814
1945,193,1,33756
1946,952,3,45041
1947,536,1,21219
1948,822,3,43438
1949,38,2,10729
1950,705,1,44095
1951,391,2,21544
1952,133,1,19579
1953,636,3,20407
1954,559,2,35633
1955,741,1,8266
1956,496,3,24514
1957,236,3,47202
1958,815,1,27577
1959,34,3,18597
1960,241,3,48587
1961,588,1,12490
1962,216,2,31043
1963,99,1,35423
1964,223,3,29996
1965,361,1,17209
1966,103,1,19092
1967,285,3,19094
1968,344,2,2115
1969,17,3,45021
1970,623,3,15281
1971,696,1,3173
1972,353,2,34551
1973,637,3,45083
1974,985,1,2153
1975,111,1,31368
1976,879,2,30238
1977,143,3,35712
1978,155,1,28520
1979,977,2,14642
1980,246,3,49154
1981,637,2,7359
1982,695,2,35790
1983,569,2,37160
1984,937,2,32069
1985,121,1,26377
1986,333,3,37505
1987,670,3,41968
1988,221,2,912
1989,281,1,24494
1990,331,1,27089
1991,535,2,46952
1992,464,2,46598
1993,38,2,20395
1994,756,2,14502
1995,946,1,26615
1996,792,3,32271
1997,297,1,17184
1998,189,3,17622
1999,765,2,3910
2000,955,2,28632
2001,143,3,17650
2002,125,1,41516
2003,140,1,13232
2004,509,3,34653
2005,143,1,25945
2006,928,3,38908
2007,115,3,30149
2008,791,3,4586
2009,350,3,4866
2010,93,1,879
2011,665,3,1765
2012,332,2,26869
2013,618,3,48814
2014,324,2,49802
2015,958,1,24830
2016,584,2,27615
2017,798,2,4298
2018,627,2,37922
2019,208,3,45687
2020,775,2,45452
2021,731,3,34169
2022,333,3,27279
2023,79,1,5775
2024,240,3,5100
2025,810,1,31279
2026,735,1,1166
2027,292,1,32668
2028,440,2,5555
2029,422,2,29102
2030,274,3,15511
2031,122,2,23404
2032,514,2,22252
2033,370,1,40682
2034,355,1,36744
2035,921,1,20265
2036,212,1,17680
2037,902,1,34251
2038,621,1,6068
2039,158,1,45726
2040,749,2,11522
2041,492,3,9480
2042,328,1,6359
2043,991,1,36491
2044,75,2,15954
2045,89,2,23892
2046,1,2,1036
2047,48,2,34824
2048,652,2,17613
2049,344,3,10196
2050,105,2,31196
2051,995,2,20659
2052,830,1,27063
2053,109,1,40534
2054,380,3,29641
2055,303,1,17518
2056,529,3,24629
2057,727,2,22480
2058,683,1,49790
2059,867,2,33118
2060,258,1,48871
2061,178,3,40210
2062,174,1,32902
2063,487,3,36420
2064,296,2,47002
2065,524,3,20516
2066,864,2,18977
2067,674,1,38048
2068,695,2,11519
2069,366,2,31065
2070,401,3,47253
2071,227,3,34321
2072,30,2,26921
2073,474,2,37916
2074,463,1,45995
2075,673,3,35715
2076,215,1,9258
2077,630,3,19028
2078,534,2,46872
2079,106,3,39011
2080,862,3,20261
2081,618,1,20441
2082,921,3,22437
2083,239,3,5829
2084,868,3,41233
2085,243,1,46472
2086,774,2,37899
2087,528,1,29065
2088,8,1,23058
2089,523,1,17145
2090,894,3,43730
2091,355,3,23455
2092,178,1,15539
2093,368,2,16736
2094,251,3,28736
2095,756,2,38439
2096,264,1,12822
2097,448,2,45434
2098,827,1,30936
2099,430,2,17825
2100,927,3,20280
2101,381,1,1723
2102,610,2,21056
2103,999,1,18438
2104,215,2,48107
2105,117,2,33134
2106,973,1,15671
2107,47,3,7109
2108,15,2,16033
2109,747,3,6039
2110,269,1,35253
2111,535,1,9598
2112,803,3,24971
2113,779,3,28201
2114,88,2,28099
2115,999,1,36211
2116,377,3,21239
2117,732,2,11300
2118,784,2,46010
2119,532,3,15656
2120,667,3,26553
2121,76,2,10229
2122,672,3,45579
2123,476,3,12575
2124,463,1,16727
2125,681,1,13454
2126,605,2,12403
2127,540,1,30826
2128,557,2,15515
2129,473,1,24086
2130,833,1,3279
2131,168,1,4717
2132,354,2,47174
2133,116,3,5483
2134,333,3,17234
2135,991,2,20849
2136,605,1,12042
2137,692,2,37569
2138,583,2,37108
2139,18,3,46998
2140,788,2,17574
2141,667,3,43111
2142,526,1,7691
2143,363,3,39879
2144,363,1,9670
2145,421,3,11167
2146,420,1,36833
2147,458,3,17560
2148,578,2,37993
2149,678,3,13937
2150,943,3,36729
2151,961,2,39573
2152,875,2,44042
2153,486,2,29830
2154,948,1,37708
2155,527,1,36727
2156,436,2,11684
2157,253,1,29589
2158,269,1,26754
2159,532,3,34395
2160,368,2,40323
2161,298,3,35839
2162,698,3,41890
2163,321,2,47194
2164,680,2,18109
2165,911,2,29854
2166,54,1,25954
2167,254,2,512
2168,741,3,28690
2169,429,1,28420
2170,493,2,40410
2171,751,1,17553
2172,550,1,21010
2173,204,2,6138
2174,634,2,33308
2175,288,1,11353
2176,661,1,9974
2177,745,1,12399
2178,466,1,41052
2179,151,1,15505
2180,821,2,41140
2181,887,2,31687
2182,358,3,49301
2183,408,3,5533
2184,31,3,33102
2185,598,2,45048
2186,918,2,38801
2187,321,2,20563
2188,811,2,11345
2189,64,1,11134
2190,889,3,30761
2191,169,2,32059
2192,78,1,26592
2193,876,2,11855
2194,928,3,48664
2195,781,2,10806
2196,340,2,18587
2197,793,2,22671
2198,6,3,41824
2199,986,3,26332
2200,145,1,3813
2201,522,3,47337
2202,895,2,20242
2203,155,3,32917
2204,352,2,14260
2205,540,1,44578
2206,629,2,262
2207,20,1,46415
2208,547,2,14495
2209,321,2,7462
2210,359,1,7685
2211,54,1,22499
2212,805,2,42478
2213,10,2,9611
2214,369,1,6608
2215,52,3,20295
2216,390,1,16557
2217,904,2,30356
2218,592,3,32532
2219,899,3,7203
2220,519,3,25554
2221,152,3,18062
2222,136,3,12700
2223,867,2,5795
2224,211,3,22015
2225,467,3,29320
2226,725,2,7423
2227,247,3,18324
2228,231,1,547
2229,795,2,4908
2230,896,1,10790
2231,87,3,32144
2232,369,1,35834
2233,126,3,30960
2234,87,3,18619
2235,444,1,44721
2236,690,2,39382
2237,299,2,35782
2238,837,1,32358
2239,63,1,48045
2240,926,3,14062
2241,226,1,422
2242,347,3,18873
2243,781,3,276
2244,279,3,11160
2245,147,1,12290
2246,497,3,39838
2247,2,3,8961
2248,220,3,34519
2249,234,1,36050
2250,697,3,12997
2251,511,2,1852
2252,857,2,30742
2253,964,3,10641
2254,64,1,36143
2255,626,1,48443
2256,119,2,38504
2257,920,3,33509
2258,800,1,3147
2259,392,1,1789
2260,152,3,23895
2261,751,2,46205
2262,524,2,34042
2263,773,2,19581
2264,331,1,19597
2265,437,2,29785
2266,206,3,35259
2267,858,2,36377
2268,176,2,41508
2269,16,3,13185
2270,583,2,49058
2271,128,2,27962
2272,304,3,34061
2273,447,1,29960
2274,472,2,16150
2275,576,1,29725
2276,854,1,19937
2277,581,3,27740
2278,508,1,31601
2279,365,3,18532
2280,470,1,1131
2281,172,2,166
2282,275,1,7273
2283,223,2,10175
2284,898,2,792
2285,512,2,20519
2286,930,3,15359
2287,868,2,17040
2288,154,3,26067
2289,322,1,33491
2290,682,3,37178
2291,532,3,26719
2292,241,2,39765
2293,234,2,3190
2294,969,1,8249
2295,473,2,23761
2296,438,2,20322
2297,830,1,33886
2298,961,3,3837
2299,838,2,11238
2300,723,1,40754
2301,788,2,37912
2302,981,3,27709
2303,464,3,9212
2304,679,3,21653
2305,374,3,36727
2306,669,2,9673
2307,477,1,37120
2308,652,3,5139
2309,830,1,44850
2310,341,2,43983
2311,82,1,14956
2312,2,1,604
2313,716,1,18707
2314,305,1,7286
2315,195,1,2298
2316,217,3,6487
2317,526,3,48480
2318,848,2,14698
2319,466,2,16639
2320,252,2,26131
2321,297,3,23724
2322,907,2,18109
2323,679,1,3024
2324,788,2,45710
2325,676,2,3741
2326,632,1,33792
2327,232,3,7786
2328,179,3,44114
2329,520,1,48356
2330,370,2,26868
2331,11,3,37176
2332,751,1,835
2333,938,3,4896
2334,428,1,16849
2335,771,3,3056
2336,504,3,1944
2337,914,3,36902
2338,772,2,19210
2339,784,3,31225
2340,511,1,38095
2341,950,2,40136
2342,700,1,43632
2343,558,2,44988
2344,728,2,14009
2345,148,2,30860
2346,616,3,17546
2347,519,3,43059
2348,424,3,31731
2349,511,1,29836
2350,54,2,39193
2351,463,1,20401
2352,389,1,45185
2353,154,3,43629
2354,738,1,2823
2355,766,2,40937
2356,693,2,13593
2357,788,1,44634
2358,646,3,4275
2359,324,1,4006
2360,62,2,3264
2361,400,1,44424
2362,543,3,24971
2363,71,3,5541
2364,246,3,29344
2365,982,1,25019
2366,126,1,24400
2367,875,2,19311
2368,173,3,10534
2369,578,3,36546
2370,456,2,46699
2371,204,3,39379
2372,248,2,1919
2373,136,3,45102
2374,377,3,13974
2375,538,2,9254
2376,664,2,37697
2377,21,1,4366
2378,548,3,3416
2379,909,2,27916
2380,728,2,7304
2381,726,3,32989
2382,113,2,32758
2383,804,2,12893
2384,474,3,9691
2385,225,3,2709
2386,203,1,28272
2387,767,1,32426
2388,546,1,31086
2389,341,2,22581
2390,887,3,24899
2391,306,2,31857
2392,867,2,29921
2393,14,1,10512
2394,880,2,27632
2395,965,3,24949
2396,42,1,7016
2397,435,1,34375
2398,743,1,36411
2399,645,3,11794
2400,495,1,30541
2401,764,3,6818
2402,374,3,42500
2403,206,2,33461
2404,894,1,21638
2405,809,1,1984
2406,59,2,32150
2407,202,3,23047
2408,353,1,14088
2409,850,1,34604
2410,335,1,30572
2411,158,3,6193
2412,774,2,12201
2413,862,3,16875
2414,664,2,40815
2415,180,3,48258
2416,622,1,38152
2417,224,3,11456
2418,386,1,47312
2419,562,1,34115
2420,289,3,24545
2421,51,2,39338
2422,939,2,20593
2423,452,2,44816
2424,427,3,20894
2425,67,3,7652
2426,282,3,9453
2427,32,1,27841
2428,875,2,25805
2429,85,3,47867
2430,823,1,4818
2431,529,3,4691
2432,62,3,6743
2433,799,2,6804
2434,673,2,32413
2435,235,1,47863
2436,896,2,29885
2437,88,3,4619
2438,755,1,29751
2439,976,3,40836
2440,130,1,3649
2441,374,1,38432
2442,791,1,32408
2443,898,3,2394
2444,852,1,4028
2445,550,1,11588
2446,89,3,23659
2447,270,3,38232
2448,406,2,38022
2449,962,3,38283
2450,317,3,31411
2451,851,2,28068
2452,302,2,28234
2453,652,1,21996
2454,331,2,49703
2455,185,1,48397
2456,286,2,16675
2457,927,2,32957
2458,88,2,41695
2459,697,3,42456
2460,693,3,19226
2461,801,3,16951
2462,787,2,7731
2463,557,2,31324
2464,670,3,26078
2465,371,3,10299
2466,10,2,20030
2467,485,1,14308
2468,316,3,29439
2469,987,3,28293
2470,57,1,39713
2471,235,3,28380
2472,911,3,34611
2473,874,3,16987
2474,765,2,40721
2475,210,1,33105
2476,291,2,48478
2477,516,3,46439
2478,650,3,11673
2479,116,3,33019
2480,83,2,38363
2481,779,1,5394
2482,851,1,21150
2483,587,2,30526
2484,17,2,11015
2485,777,2,15239
2486,591,3,46037
2487,521,1,24855
2488,548,2,45478
2489,340,1,8220
2490,917,2,28712
2491,391,3,48249
2492,74,1,39237
2493,281,2,26306
2494,570,1,39756
2495,385,3,47258
2496,260,1,401
2497,653,1,45400
2498,827,3,710
2499,953,3,13388
2500,702,3,15926
2501,937,2,47661
2502,828,3,38158
2503,350,1,40518
2504,652,2,8304
2505,144,3,6760
2506,518,3,12005
2507,813,1,29593
2508,23,1,29399
2509,39,2,24055
2510,306,3,7139
2511,223,3,22433
2512,198,1,17513
2513,796,2,35875
2514,328,2,43090
2515,82,2,2460
2516,502,3,10973
2517,617,2,15812
2518,941,3,10079
2519,504,2,28135
2520,157,3,38216
2521,359,1,8341
2522,864,2,2312
2523,624,3,12907
2524,483,3,13828
2525,162,1,28165
2526,930,2,23983
2527,199,1,25304
2528,57,2,29168
2529,75,2,42399
2530,930,3,12498
2531,714,1,21037
2532,355,1,10205
2533,745,3,7297
2534,525,2,10910
2535,978,2,18388
2536,962,2,20412
2537,910,3,21096
2538,220,1,1705
2539,133,3,23314
2540,998,3,26305
2541,922,2,8903
2542,779,2,29369
2543,609,3,20321
2544,706,1,49850
2545,218,3,45646
2546,565,1,23360
2547,58,1,42782
2548,839,1,44268
2549,356,3,25116
2550,266,1,11122
2551,30,2,35380
2552,412,1,10101
2553,85,1,7904
2554,908,2,13177
2555,347,3,25444
2556,23,1,18416
2557,419,3,45653
2558,881,2,29611
2559,665,1,4786
2560,439,1,11683
2561,475,1,48388
2562,765,3,24553
2563,500,2,48317
2564,111,2,33236
2565,348,2,31995
2566,328,3,1188
2567,279,3,44719
2568,432,1,14479
2569,377,1,7289
2570,726,3,42450
2571,37,1,15271
2572,386,1,19301
2573,437,1,17767
2574,163,2,32078
2575,734,3,19640
2576,237,1,35326
2577,72,3,19446
2578,957,3,40266
2579,751,1,2285
2580,618,2,44687
2581,4,3,29275
2582,894,1,21195
2583,844,3,12927
2584,355,2,34768
2585,362,3,19346
2586,549,1,2003
2587,945,3,8592
2588,720,2,30097
2589,66,1,19130
2590,981,2,4328
2591,627,3,38599
2592,369,1,26959
2593,103,2,10227
2594,57,3,49399
2595,354,1,32431
2596,192,1,4265
2597,731,3,29247
2598,361,3,4851
2599,705,2,32597
2600,18,1,40226
2601,224,3,21230
2602,665,3,9118
2603,292,2,34840
2604,564,3,9010
2605,466,2,15209
2606,973,3,48802
2607,291,3,24401
2608,251,3,49841
2609,490,2,30342
2610,56,3,30678
2611,665,1,4342
2612,399,2,39284
2613,628,2,15037
2614,886,3,9163
2615,886,2,5328
2616,330,1,21116
2617,622,1,34199
2618,255,2,16170
2619,181,2,40040
2620,429,2,17329
2621,709,2,12232
2622,921,1,563
2623,737,3,41339
2624,665,2,10885
2625,302,3,46116
2626,154,1,49031
2627,44,2,25143
2628,679,3,15085
2629,613,3,18234
2630,204,1,10761
2631,71,3,4129
2632,551,2,46039
2633,176,3,10713
2634,429,3,706
2635,645,3,17365
2636,414,2,45938
2637,597,1,16590
2638,316,2,6693
2639,168,3,21906
2640,484,1,22877
2641,391,3,44566
2642,141,3,15309
2643,613,1,3073
2644,561,3,42784
2645,745,2,13359
2646,362,1,10345
2647,972,2,41405
2648,867,3,27873
2649,1,3,8137
2650,359,3,10333
2651,250,1,43775
2652,923,3,30716
2653,799,2,18520
2654,594,2,11769
2655,946,1,10315
2656,494,3,32873
2657,199,1,17006
2658,829,2,12230
2659,641,2,40773
2660,145,3,7630
2661,306,3,33388
2662,524,3,38434
2663,657,3,49918
2664,121,1,10991
2665,977,1,6469
2666,324,3,18640
2667,300,1,6010
2668,138,1,30448
2669,205,1,40226
2670,548,3,47415
2671,476,2,49388
2672,758,3,43535
2673,870,1,37814
2674,533,3,12639
2675,240,1,10722
2676,706,2,19361
2677,594,2,39155
2678,476,2,13247
2679,430,1,18748
2680,154,1,32921
2681,281,3,33652
2682,970,1,30042
2683,909,2,34369
2684,120,1,36571
2685,872,1,46173
2686,57,2,632
2687,758,2,14209
2688,4,1,44495
2689,743,1,35845
2690,831,3,5151
2691,451,1,11366
2692,312,3,39759
2693,360,3,13153
2694,134,2,34915
2695,297,3,47042
2696,119,1,2624
2697,633,2,9503
2698,178,2,23125
2699,448,3,42788
2700,269,1,14673
2701,965,2,4688
2702,99,1,36998
2703,256,1,20476
2704,651,2,46744
2705,308,2,21862
2706,837,1,2725
2707,12,3,45904
2708,106,2,41054
2709,820,2,7913
2710,476,1,45666
2711,102,3,8329
2712,914,3,36894
2713,395,2,15041
2714,306,3,49894
2715,552,3,34793
2716,462,3,37767
2717,393,1,830
2718,46,3,1532
2719,745,1,6341
2720,220,1,22
2721,915,3,31378
2722,426,1,21571
2723,334,3,6171
2724,976,1,31789
2725,970,1,15041
2726,695,1,34905
2727,242,2,45432
2728,641,1,2459
2729,337,1,32606
2730,699,1,164
2731,868,2,30227
2732,128,2,19046
2733,147,2,28291
2734,374,3,28211
2735,458,3,46398
2736,763,1,10251
2737,237,2,7217
2738,735,1,8365
2739,340,1,20341
2740,282,3,3150
2741,590,2,17210
2742,991,1,34031
2743,60,2,2702
2744,652,3,49466
2745,310,2,6307
2746,899,1,8015
2747,482,2,17190
2748,128,1,46041
2749,520,2,16932
2750,240,1,702
2751,855,2,3064
2752,779,2,7890
2753,825,3,16982
2754,200,1,20914
2755,82,2,45552
2756,423,2,39083
2757,694,1,41866
2758,122,2,10896
2759,160,3,47608
2760,874,2,27794
2761,453,1,12368
2762,75,1,19263
2763,475,1,35276
2764,805,1,823
2765,939,1,40024
2766,780,1,37500
2767,434,1,34430
2768,442,1,19880
2769,896,2,1983
2770,381,3,5480
2771,633,3,11921
2772,360,1,7313
2773,643,1,30611
2774,71,2,810
2775,806,2,35360
2776,85,3,12203
2777,334,2,28946
2778,108,2,11056
2779,193,3,11943
2780,396,2,3297
2781,128,2,27448
2782,502,3,37629
2783,733,2,27110
2784,944,2,47994
2785,393,1,23527
2786,340,1,36775
2787,189,3,37555
2788,972,3,36388
2789,431,2,13631
2790,185,2,18830
2791,909,2,32479
2792,5,3,42179
2793,994,1,8836
2794,523,2,16717
2795,736,2,14855
2796,969,2,43345
2797,353,2,258
2798,258,3,29695
2799,609,2,6299
2800,779,1,44015
2801,590,1,30129
2802,145,3,22864
2803,868,2,7150
2804,470,1,21704
2805,182,2,33218
2806,266,1,34687
2807,739,3,39123
2808,229,3,23567
2809,165,3,1529
2810,797,3,32365
2811,899,2,16221
2812,802,3,48523
2813,492,3,26302
2814,626,2,25417
2815,701,1,15872
2816,936,3,1707
2817,306,2,37229
2818,690,3,40251
2819,870,3,27813
2820,300,3,4541
2821,360,1,21077
2822,541,3,11600
2823,954,2,38543
2824,457,1,32929
2825,590,3,14392
2826,215,1,4968
2827,985,2,2230
2828,515,1,13219
2829,6,1,11596
2830,697,1,368
2831,482,1,4235
2832,80,2,27232
2833,272,2,24025
2834,295,1,1551
2835,18,2,3870
2836,896,2,23405
2837,206,2,32286
2838,487,1,43537
2839,636,3,30243
2840,44,2,627
2841,243,3,42502
2842,860,2,16359
2843,984,1,25144
2844,490,1,26003
2845,365,1,15195
2846,792,2,6199
2847,894,1,45274
2848,796,3,25798
2849,885,3,22625
2850,210,3,2612
